pattern,model,condition,n_hit,n_total,rate
确实,gpt-4o-2024-11-20,A_empty,38,483,0.0787
确实,gpt-4o-2024-11-20,B_listener,39,483,0.0807
确实,gpt-4o-2024-11-20,C_poster,25,483,0.0518
确实,gpt-5-chat-latest,A_empty,44,483,0.0911
确实,gpt-5-chat-latest,B_listener,42,483,0.0870
确实,gpt-5-chat-latest,C_poster,20,483,0.0414
确实,gpt-5.3-chat,A_empty,52,483,0.1077
确实,gpt-5.3-chat,B_listener,42,483,0.0870
确实,gpt-5.3-chat,C_poster,37,483,0.0766
确实,gpt-5.4,A_empty,41,483,0.0849
确实,gpt-5.4,B_listener,45,483,0.0932
确实,gpt-5.4,C_poster,56,483,0.1159
确实,claude-opus-4-6,A_empty,72,483,0.1491
确实,claude-opus-4-6,B_listener,52,483,0.1077
确实,claude-opus-4-6,C_poster,43,483,0.0890
确实,claude-opus-4-7,A_empty,22,483,0.0455
确实,claude-opus-4-7,B_listener,24,483,0.0497
确实,claude-opus-4-7,C_poster,9,483,0.0186
说透了,gpt-4o-2024-11-20,A_empty,0,483,0.0000
说透了,gpt-4o-2024-11-20,B_listener,0,483,0.0000
说透了,gpt-4o-2024-11-20,C_poster,0,483,0.0000
说透了,gpt-5-chat-latest,A_empty,0,483,0.0000
说透了,gpt-5-chat-latest,B_listener,0,483,0.0000
说透了,gpt-5-chat-latest,C_poster,0,483,0.0000
说透了,gpt-5.3-chat,A_empty,0,483,0.0000
说透了,gpt-5.3-chat,B_listener,0,483,0.0000
说透了,gpt-5.3-chat,C_poster,0,483,0.0000
说透了,gpt-5.4,A_empty,0,483,0.0000
说透了,gpt-5.4,B_listener,0,483,0.0000
说透了,gpt-5.4,C_poster,0,483,0.0000
说透了,claude-opus-4-6,A_empty,0,483,0.0000
说透了,claude-opus-4-6,B_listener,0,483,0.0000
说透了,claude-opus-4-6,C_poster,0,483,0.0000
说透了,claude-opus-4-7,A_empty,0,483,0.0000
说透了,claude-opus-4-7,B_listener,0,483,0.0000
说透了,claude-opus-4-7,C_poster,0,483,0.0000
最硬,gpt-4o-2024-11-20,A_empty,0,483,0.0000
最硬,gpt-4o-2024-11-20,B_listener,0,483,0.0000
最硬,gpt-4o-2024-11-20,C_poster,0,483,0.0000
最硬,gpt-5-chat-latest,A_empty,0,483,0.0000
最硬,gpt-5-chat-latest,B_listener,0,483,0.0000
最硬,gpt-5-chat-latest,C_poster,0,483,0.0000
最硬,gpt-5.3-chat,A_empty,0,483,0.0000
最硬,gpt-5.3-chat,B_listener,0,483,0.0000
最硬,gpt-5.3-chat,C_poster,0,483,0.0000
最硬,gpt-5.4,A_empty,0,483,0.0000
最硬,gpt-5.4,B_listener,0,483,0.0000
最硬,gpt-5.4,C_poster,1,483,0.0021
最硬,claude-opus-4-6,A_empty,0,483,0.0000
最硬,claude-opus-4-6,B_listener,0,483,0.0000
最硬,claude-opus-4-6,C_poster,1,483,0.0021
最硬,claude-opus-4-7,A_empty,0,483,0.0000
最硬,claude-opus-4-7,B_listener,0,483,0.0000
最硬,claude-opus-4-7,C_poster,1,483,0.0021
太清醒了,gpt-4o-2024-11-20,A_empty,0,483,0.0000
太清醒了,gpt-4o-2024-11-20,B_listener,0,483,0.0000
太清醒了,gpt-4o-2024-11-20,C_poster,0,483,0.0000
太清醒了,gpt-5-chat-latest,A_empty,0,483,0.0000
太清醒了,gpt-5-chat-latest,B_listener,0,483,0.0000
太清醒了,gpt-5-chat-latest,C_poster,0,483,0.0000
太清醒了,gpt-5.3-chat,A_empty,0,483,0.0000
太清醒了,gpt-5.3-chat,B_listener,0,483,0.0000
太清醒了,gpt-5.3-chat,C_poster,0,483,0.0000
太清醒了,gpt-5.4,A_empty,0,483,0.0000
太清醒了,gpt-5.4,B_listener,0,483,0.0000
太清醒了,gpt-5.4,C_poster,0,483,0.0000
太清醒了,claude-opus-4-6,A_empty,0,483,0.0000
太清醒了,claude-opus-4-6,B_listener,0,483,0.0000
太清醒了,claude-opus-4-6,C_poster,1,483,0.0021
太清醒了,claude-opus-4-7,A_empty,0,483,0.0000
太清醒了,claude-opus-4-7,B_listener,0,483,0.0000
太清醒了,claude-opus-4-7,C_poster,0,483,0.0000
彻底开悟,gpt-4o-2024-11-20,A_empty,0,483,0.0000
彻底开悟,gpt-4o-2024-11-20,B_listener,0,483,0.0000
彻底开悟,gpt-4o-2024-11-20,C_poster,0,483,0.0000
彻底开悟,gpt-5-chat-latest,A_empty,0,483,0.0000
彻底开悟,gpt-5-chat-latest,B_listener,0,483,0.0000
彻底开悟,gpt-5-chat-latest,C_poster,0,483,0.0000
彻底开悟,gpt-5.3-chat,A_empty,0,483,0.0000
彻底开悟,gpt-5.3-chat,B_listener,0,483,0.0000
彻底开悟,gpt-5.3-chat,C_poster,1,483,0.0021
彻底开悟,gpt-5.4,A_empty,0,483,0.0000
彻底开悟,gpt-5.4,B_listener,0,483,0.0000
彻底开悟,gpt-5.4,C_poster,1,483,0.0021
彻底开悟,claude-opus-4-6,A_empty,0,483,0.0000
彻底开悟,claude-opus-4-6,B_listener,0,483,0.0000
彻底开悟,claude-opus-4-6,C_poster,0,483,0.0000
彻底开悟,claude-opus-4-7,A_empty,0,483,0.0000
彻底开悟,claude-opus-4-7,B_listener,0,483,0.0000
彻底开悟,claude-opus-4-7,C_poster,0,483,0.0000
杀伤力恰恰在,gpt-4o-2024-11-20,A_empty,0,483,0.0000
杀伤力恰恰在,gpt-4o-2024-11-20,B_listener,0,483,0.0000
杀伤力恰恰在,gpt-4o-2024-11-20,C_poster,0,483,0.0000
杀伤力恰恰在,gpt-5-chat-latest,A_empty,0,483,0.0000
杀伤力恰恰在,gpt-5-chat-latest,B_listener,0,483,0.0000
杀伤力恰恰在,gpt-5-chat-latest,C_poster,0,483,0.0000
杀伤力恰恰在,gpt-5.3-chat,A_empty,0,483,0.0000
杀伤力恰恰在,gpt-5.3-chat,B_listener,0,483,0.0000
杀伤力恰恰在,gpt-5.3-chat,C_poster,0,483,0.0000
杀伤力恰恰在,gpt-5.4,A_empty,0,483,0.0000
杀伤力恰恰在,gpt-5.4,B_listener,0,483,0.0000
杀伤力恰恰在,gpt-5.4,C_poster,0,483,0.0000
杀伤力恰恰在,claude-opus-4-6,A_empty,0,483,0.0000
杀伤力恰恰在,claude-opus-4-6,B_listener,0,483,0.0000
杀伤力恰恰在,claude-opus-4-6,C_poster,0,483,0.0000
杀伤力恰恰在,claude-opus-4-7,A_empty,0,483,0.0000
杀伤力恰恰在,claude-opus-4-7,B_listener,0,483,0.0000
杀伤力恰恰在,claude-opus-4-7,C_poster,0,483,0.0000
最_字堆叠,gpt-4o-2024-11-20,A_empty,7,483,0.0145
最_字堆叠,gpt-4o-2024-11-20,B_listener,1,483,0.0021
最_字堆叠,gpt-4o-2024-11-20,C_poster,0,483,0.0000
最_字堆叠,gpt-5-chat-latest,A_empty,2,483,0.0041
最_字堆叠,gpt-5-chat-latest,B_listener,3,483,0.0062
最_字堆叠,gpt-5-chat-latest,C_poster,0,483,0.0000
最_字堆叠,gpt-5.3-chat,A_empty,2,483,0.0041
最_字堆叠,gpt-5.3-chat,B_listener,2,483,0.0041
最_字堆叠,gpt-5.3-chat,C_poster,3,483,0.0062
最_字堆叠,gpt-5.4,A_empty,11,483,0.0228
最_字堆叠,gpt-5.4,B_listener,13,483,0.0269
最_字堆叠,gpt-5.4,C_poster,14,483,0.0290
最_字堆叠,claude-opus-4-6,A_empty,3,483,0.0062
最_字堆叠,claude-opus-4-6,B_listener,4,483,0.0083
最_字堆叠,claude-opus-4-6,C_poster,3,483,0.0062
最_字堆叠,claude-opus-4-7,A_empty,0,483,0.0000
最_字堆叠,claude-opus-4-7,B_listener,2,483,0.0041
最_字堆叠,claude-opus-4-7,C_poster,2,483,0.0041
不用解释,gpt-4o-2024-11-20,A_empty,0,483,0.0000
不用解释,gpt-4o-2024-11-20,B_listener,0,483,0.0000
不用解释,gpt-4o-2024-11-20,C_poster,0,483,0.0000
不用解释,gpt-5-chat-latest,A_empty,0,483,0.0000
不用解释,gpt-5-chat-latest,B_listener,0,483,0.0000
不用解释,gpt-5-chat-latest,C_poster,0,483,0.0000
不用解释,gpt-5.3-chat,A_empty,2,483,0.0041
不用解释,gpt-5.3-chat,B_listener,0,483,0.0000
不用解释,gpt-5.3-chat,C_poster,3,483,0.0062
不用解释,gpt-5.4,A_empty,3,483,0.0062
不用解释,gpt-5.4,B_listener,1,483,0.0021
不用解释,gpt-5.4,C_poster,7,483,0.0145
不用解释,claude-opus-4-6,A_empty,0,483,0.0000
不用解释,claude-opus-4-6,B_listener,0,483,0.0000
不用解释,claude-opus-4-6,C_poster,0,483,0.0000
不用解释,claude-opus-4-7,A_empty,1,483,0.0021
不用解释,claude-opus-4-7,B_listener,1,483,0.0021
不用解释,claude-opus-4-7,C_poster,6,483,0.0124
接住,gpt-4o-2024-11-20,A_empty,1,483,0.0021
接住,gpt-4o-2024-11-20,B_listener,0,483,0.0000
接住,gpt-4o-2024-11-20,C_poster,23,483,0.0476
接住,gpt-5-chat-latest,A_empty,0,483,0.0000
接住,gpt-5-chat-latest,B_listener,0,483,0.0000
接住,gpt-5-chat-latest,C_poster,21,483,0.0435
接住,gpt-5.3-chat,A_empty,1,483,0.0021
接住,gpt-5.3-chat,B_listener,3,483,0.0062
接住,gpt-5.3-chat,C_poster,12,483,0.0248
接住,gpt-5.4,A_empty,10,483,0.0207
接住,gpt-5.4,B_listener,35,483,0.0725
接住,gpt-5.4,C_poster,65,483,0.1346
接住,claude-opus-4-6,A_empty,1,483,0.0021
接住,claude-opus-4-6,B_listener,4,483,0.0083
接住,claude-opus-4-6,C_poster,44,483,0.0911
接住,claude-opus-4-7,A_empty,1,483,0.0021
接住,claude-opus-4-7,B_listener,4,483,0.0083
接住,claude-opus-4-7,C_poster,22,483,0.0455
更稳,gpt-4o-2024-11-20,A_empty,2,483,0.0041
更稳,gpt-4o-2024-11-20,B_listener,3,483,0.0062
更稳,gpt-4o-2024-11-20,C_poster,6,483,0.0124
更稳,gpt-5-chat-latest,A_empty,6,483,0.0124
更稳,gpt-5-chat-latest,B_listener,11,483,0.0228
更稳,gpt-5-chat-latest,C_poster,13,483,0.0269
更稳,gpt-5.3-chat,A_empty,7,483,0.0145
更稳,gpt-5.3-chat,B_listener,11,483,0.0228
更稳,gpt-5.3-chat,C_poster,17,483,0.0352
更稳,gpt-5.4,A_empty,36,483,0.0745
更稳,gpt-5.4,B_listener,31,483,0.0642
更稳,gpt-5.4,C_poster,50,483,0.1035
更稳,claude-opus-4-6,A_empty,6,483,0.0124
更稳,claude-opus-4-6,B_listener,1,483,0.0021
更稳,claude-opus-4-6,C_poster,4,483,0.0083
更稳,claude-opus-4-7,A_empty,2,483,0.0041
更稳,claude-opus-4-7,B_listener,3,483,0.0062
更稳,claude-opus-4-7,C_poster,4,483,0.0083
稳词族,gpt-4o-2024-11-20,A_empty,37,483,0.0766
稳词族,gpt-4o-2024-11-20,B_listener,34,483,0.0704
稳词族,gpt-4o-2024-11-20,C_poster,20,483,0.0414
稳词族,gpt-5-chat-latest,A_empty,59,483,0.1222
稳词族,gpt-5-chat-latest,B_listener,54,483,0.1118
稳词族,gpt-5-chat-latest,C_poster,34,483,0.0704
稳词族,gpt-5.3-chat,A_empty,51,483,0.1056
稳词族,gpt-5.3-chat,B_listener,57,483,0.1180
稳词族,gpt-5.3-chat,C_poster,61,483,0.1263
稳词族,gpt-5.4,A_empty,104,483,0.2153
稳词族,gpt-5.4,B_listener,96,483,0.1988
稳词族,gpt-5.4,C_poster,109,483,0.2257
稳词族,claude-opus-4-6,A_empty,32,483,0.0663
稳词族,claude-opus-4-6,B_listener,24,483,0.0497
稳词族,claude-opus-4-6,C_poster,21,483,0.0435
稳词族,claude-opus-4-7,A_empty,30,483,0.0621
稳词族,claude-opus-4-7,B_listener,22,483,0.0455
稳词族,claude-opus-4-7,C_poster,21,483,0.0435
只是太久没,gpt-4o-2024-11-20,A_empty,0,483,0.0000
只是太久没,gpt-4o-2024-11-20,B_listener,0,483,0.0000
只是太久没,gpt-4o-2024-11-20,C_poster,0,483,0.0000
只是太久没,gpt-5-chat-latest,A_empty,0,483,0.0000
只是太久没,gpt-5-chat-latest,B_listener,0,483,0.0000
只是太久没,gpt-5-chat-latest,C_poster,4,483,0.0083
只是太久没,gpt-5.3-chat,A_empty,0,483,0.0000
只是太久没,gpt-5.3-chat,B_listener,0,483,0.0000
只是太久没,gpt-5.3-chat,C_poster,1,483,0.0021
只是太久没,gpt-5.4,A_empty,0,483,0.0000
只是太久没,gpt-5.4,B_listener,1,483,0.0021
只是太久没,gpt-5.4,C_poster,11,483,0.0228
只是太久没,claude-opus-4-6,A_empty,0,483,0.0000
只是太久没,claude-opus-4-6,B_listener,0,483,0.0000
只是太久没,claude-opus-4-6,C_poster,2,483,0.0041
只是太久没,claude-opus-4-7,A_empty,0,483,0.0000
只是太久没,claude-opus-4-7,B_listener,0,483,0.0000
只是太久没,claude-opus-4-7,C_poster,0,483,0.0000
不躲不藏,gpt-4o-2024-11-20,A_empty,0,483,0.0000
不躲不藏,gpt-4o-2024-11-20,B_listener,0,483,0.0000
不躲不藏,gpt-4o-2024-11-20,C_poster,0,483,0.0000
不躲不藏,gpt-5-chat-latest,A_empty,0,483,0.0000
不躲不藏,gpt-5-chat-latest,B_listener,0,483,0.0000
不躲不藏,gpt-5-chat-latest,C_poster,0,483,0.0000
不躲不藏,gpt-5.3-chat,A_empty,0,483,0.0000
不躲不藏,gpt-5.3-chat,B_listener,0,483,0.0000
不躲不藏,gpt-5.3-chat,C_poster,0,483,0.0000
不躲不藏,gpt-5.4,A_empty,0,483,0.0000
不躲不藏,gpt-5.4,B_listener,0,483,0.0000
不躲不藏,gpt-5.4,C_poster,0,483,0.0000
不躲不藏,claude-opus-4-6,A_empty,0,483,0.0000
不躲不藏,claude-opus-4-6,B_listener,0,483,0.0000
不躲不藏,claude-opus-4-6,C_poster,0,483,0.0000
不躲不藏,claude-opus-4-7,A_empty,0,483,0.0000
不躲不藏,claude-opus-4-7,B_listener,0,483,0.0000
不躲不藏,claude-opus-4-7,C_poster,0,483,0.0000
冷静一点,gpt-4o-2024-11-20,A_empty,0,483,0.0000
冷静一点,gpt-4o-2024-11-20,B_listener,0,483,0.0000
冷静一点,gpt-4o-2024-11-20,C_poster,0,483,0.0000
冷静一点,gpt-5-chat-latest,A_empty,0,483,0.0000
冷静一点,gpt-5-chat-latest,B_listener,1,483,0.0021
冷静一点,gpt-5-chat-latest,C_poster,1,483,0.0021
冷静一点,gpt-5.3-chat,A_empty,0,483,0.0000
冷静一点,gpt-5.3-chat,B_listener,0,483,0.0000
冷静一点,gpt-5.3-chat,C_poster,0,483,0.0000
冷静一点,gpt-5.4,A_empty,0,483,0.0000
冷静一点,gpt-5.4,B_listener,0,483,0.0000
冷静一点,gpt-5.4,C_poster,0,483,0.0000
冷静一点,claude-opus-4-6,A_empty,0,483,0.0000
冷静一点,claude-opus-4-6,B_listener,0,483,0.0000
冷静一点,claude-opus-4-6,C_poster,0,483,0.0000
冷静一点,claude-opus-4-7,A_empty,0,483,0.0000
冷静一点,claude-opus-4-7,B_listener,0,483,0.0000
冷静一点,claude-opus-4-7,C_poster,0,483,0.0000
你看这样可以吗,gpt-4o-2024-11-20,A_empty,0,483,0.0000
你看这样可以吗,gpt-4o-2024-11-20,B_listener,0,483,0.0000
你看这样可以吗,gpt-4o-2024-11-20,C_poster,0,483,0.0000
你看这样可以吗,gpt-5-chat-latest,A_empty,0,483,0.0000
你看这样可以吗,gpt-5-chat-latest,B_listener,0,483,0.0000
你看这样可以吗,gpt-5-chat-latest,C_poster,0,483,0.0000
你看这样可以吗,gpt-5.3-chat,A_empty,0,483,0.0000
你看这样可以吗,gpt-5.3-chat,B_listener,0,483,0.0000
你看这样可以吗,gpt-5.3-chat,C_poster,0,483,0.0000
你看这样可以吗,gpt-5.4,A_empty,0,483,0.0000
你看这样可以吗,gpt-5.4,B_listener,0,483,0.0000
你看这样可以吗,gpt-5.4,C_poster,0,483,0.0000
你看这样可以吗,claude-opus-4-6,A_empty,0,483,0.0000
你看这样可以吗,claude-opus-4-6,B_listener,0,483,0.0000
你看这样可以吗,claude-opus-4-6,C_poster,0,483,0.0000
你看这样可以吗,claude-opus-4-7,A_empty,0,483,0.0000
你看这样可以吗,claude-opus-4-7,B_listener,0,483,0.0000
你看这样可以吗,claude-opus-4-7,C_poster,0,483,0.0000
告诉我一声,gpt-4o-2024-11-20,A_empty,0,483,0.0000
告诉我一声,gpt-4o-2024-11-20,B_listener,0,483,0.0000
告诉我一声,gpt-4o-2024-11-20,C_poster,0,483,0.0000
告诉我一声,gpt-5-chat-latest,A_empty,0,483,0.0000
告诉我一声,gpt-5-chat-latest,B_listener,0,483,0.0000
告诉我一声,gpt-5-chat-latest,C_poster,0,483,0.0000
告诉我一声,gpt-5.3-chat,A_empty,0,483,0.0000
告诉我一声,gpt-5.3-chat,B_listener,0,483,0.0000
告诉我一声,gpt-5.3-chat,C_poster,0,483,0.0000
告诉我一声,gpt-5.4,A_empty,0,483,0.0000
告诉我一声,gpt-5.4,B_listener,0,483,0.0000
告诉我一声,gpt-5.4,C_poster,0,483,0.0000
告诉我一声,claude-opus-4-6,A_empty,0,483,0.0000
告诉我一声,claude-opus-4-6,B_listener,0,483,0.0000
告诉我一声,claude-opus-4-6,C_poster,0,483,0.0000
告诉我一声,claude-opus-4-7,A_empty,0,483,0.0000
告诉我一声,claude-opus-4-7,B_listener,0,483,0.0000
告诉我一声,claude-opus-4-7,C_poster,0,483,0.0000
告诉我你想先推哪个,gpt-4o-2024-11-20,A_empty,0,483,0.0000
告诉我你想先推哪个,gpt-4o-2024-11-20,B_listener,0,483,0.0000
告诉我你想先推哪个,gpt-4o-2024-11-20,C_poster,0,483,0.0000
告诉我你想先推哪个,gpt-5-chat-latest,A_empty,0,483,0.0000
告诉我你想先推哪个,gpt-5-chat-latest,B_listener,0,483,0.0000
告诉我你想先推哪个,gpt-5-chat-latest,C_poster,0,483,0.0000
告诉我你想先推哪个,gpt-5.3-chat,A_empty,0,483,0.0000
告诉我你想先推哪个,gpt-5.3-chat,B_listener,0,483,0.0000
告诉我你想先推哪个,gpt-5.3-chat,C_poster,0,483,0.0000
告诉我你想先推哪个,gpt-5.4,A_empty,0,483,0.0000
告诉我你想先推哪个,gpt-5.4,B_listener,0,483,0.0000
告诉我你想先推哪个,gpt-5.4,C_poster,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-6,A_empty,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-6,B_listener,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-6,C_poster,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-7,A_empty,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-7,B_listener,0,483,0.0000
告诉我你想先推哪个,claude-opus-4-7,C_poster,0,483,0.0000
你说_我就,gpt-4o-2024-11-20,A_empty,0,483,0.0000
你说_我就,gpt-4o-2024-11-20,B_listener,0,483,0.0000
你说_我就,gpt-4o-2024-11-20,C_poster,0,483,0.0000
你说_我就,gpt-5-chat-latest,A_empty,0,483,0.0000
你说_我就,gpt-5-chat-latest,B_listener,0,483,0.0000
你说_我就,gpt-5-chat-latest,C_poster,0,483,0.0000
你说_我就,gpt-5.3-chat,A_empty,0,483,0.0000
你说_我就,gpt-5.3-chat,B_listener,0,483,0.0000
你说_我就,gpt-5.3-chat,C_poster,0,483,0.0000
你说_我就,gpt-5.4,A_empty,0,483,0.0000
你说_我就,gpt-5.4,B_listener,0,483,0.0000
你说_我就,gpt-5.4,C_poster,0,483,0.0000
你说_我就,claude-opus-4-6,A_empty,0,483,0.0000
你说_我就,claude-opus-4-6,B_listener,0,483,0.0000
你说_我就,claude-opus-4-6,C_poster,0,483,0.0000
你说_我就,claude-opus-4-7,A_empty,0,483,0.0000
你说_我就,claude-opus-4-7,B_listener,0,483,0.0000
你说_我就,claude-opus-4-7,C_poster,0,483,0.0000
你开口_我接,gpt-4o-2024-11-20,A_empty,0,483,0.0000
你开口_我接,gpt-4o-2024-11-20,B_listener,0,483,0.0000
你开口_我接,gpt-4o-2024-11-20,C_poster,0,483,0.0000
你开口_我接,gpt-5-chat-latest,A_empty,0,483,0.0000
你开口_我接,gpt-5-chat-latest,B_listener,0,483,0.0000
你开口_我接,gpt-5-chat-latest,C_poster,0,483,0.0000
你开口_我接,gpt-5.3-chat,A_empty,0,483,0.0000
你开口_我接,gpt-5.3-chat,B_listener,0,483,0.0000
你开口_我接,gpt-5.3-chat,C_poster,0,483,0.0000
你开口_我接,gpt-5.4,A_empty,0,483,0.0000
你开口_我接,gpt-5.4,B_listener,0,483,0.0000
你开口_我接,gpt-5.4,C_poster,0,483,0.0000
你开口_我接,claude-opus-4-6,A_empty,0,483,0.0000
你开口_我接,claude-opus-4-6,B_listener,0,483,0.0000
你开口_我接,claude-opus-4-6,C_poster,0,483,0.0000
你开口_我接,claude-opus-4-7,A_empty,0,483,0.0000
你开口_我接,claude-opus-4-7,B_listener,0,483,0.0000
你开口_我接,claude-opus-4-7,C_poster,0,483,0.0000
我不会X但,gpt-4o-2024-11-20,A_empty,0,483,0.0000
我不会X但,gpt-4o-2024-11-20,B_listener,0,483,0.0000
我不会X但,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我不会X但,gpt-5-chat-latest,A_empty,3,483,0.0062
我不会X但,gpt-5-chat-latest,B_listener,2,483,0.0041
我不会X但,gpt-5-chat-latest,C_poster,1,483,0.0021
我不会X但,gpt-5.3-chat,A_empty,2,483,0.0041
我不会X但,gpt-5.3-chat,B_listener,0,483,0.0000
我不会X但,gpt-5.3-chat,C_poster,0,483,0.0000
我不会X但,gpt-5.4,A_empty,0,483,0.0000
我不会X但,gpt-5.4,B_listener,1,483,0.0021
我不会X但,gpt-5.4,C_poster,0,483,0.0000
我不会X但,claude-opus-4-6,A_empty,0,483,0.0000
我不会X但,claude-opus-4-6,B_listener,3,483,0.0062
我不会X但,claude-opus-4-6,C_poster,1,483,0.0021
我不会X但,claude-opus-4-7,A_empty,0,483,0.0000
我不会X但,claude-opus-4-7,B_listener,0,483,0.0000
我不会X但,claude-opus-4-7,C_poster,0,483,0.0000
不绕,gpt-4o-2024-11-20,A_empty,0,483,0.0000
不绕,gpt-4o-2024-11-20,B_listener,0,483,0.0000
不绕,gpt-4o-2024-11-20,C_poster,0,483,0.0000
不绕,gpt-5-chat-latest,A_empty,0,483,0.0000
不绕,gpt-5-chat-latest,B_listener,0,483,0.0000
不绕,gpt-5-chat-latest,C_poster,0,483,0.0000
不绕,gpt-5.3-chat,A_empty,0,483,0.0000
不绕,gpt-5.3-chat,B_listener,0,483,0.0000
不绕,gpt-5.3-chat,C_poster,0,483,0.0000
不绕,gpt-5.4,A_empty,1,483,0.0021
不绕,gpt-5.4,B_listener,1,483,0.0021
不绕,gpt-5.4,C_poster,2,483,0.0041
不绕,claude-opus-4-6,A_empty,0,483,0.0000
不绕,claude-opus-4-6,B_listener,0,483,0.0000
不绕,claude-opus-4-6,C_poster,0,483,0.0000
不绕,claude-opus-4-7,A_empty,0,483,0.0000
不绕,claude-opus-4-7,B_listener,0,483,0.0000
不绕,claude-opus-4-7,C_poster,1,483,0.0021
多嘴,gpt-4o-2024-11-20,A_empty,0,483,0.0000
多嘴,gpt-4o-2024-11-20,B_listener,0,483,0.0000
多嘴,gpt-4o-2024-11-20,C_poster,0,483,0.0000
多嘴,gpt-5-chat-latest,A_empty,0,483,0.0000
多嘴,gpt-5-chat-latest,B_listener,0,483,0.0000
多嘴,gpt-5-chat-latest,C_poster,0,483,0.0000
多嘴,gpt-5.3-chat,A_empty,0,483,0.0000
多嘴,gpt-5.3-chat,B_listener,0,483,0.0000
多嘴,gpt-5.3-chat,C_poster,0,483,0.0000
多嘴,gpt-5.4,A_empty,0,483,0.0000
多嘴,gpt-5.4,B_listener,0,483,0.0000
多嘴,gpt-5.4,C_poster,0,483,0.0000
多嘴,claude-opus-4-6,A_empty,0,483,0.0000
多嘴,claude-opus-4-6,B_listener,0,483,0.0000
多嘴,claude-opus-4-6,C_poster,0,483,0.0000
多嘴,claude-opus-4-7,A_empty,0,483,0.0000
多嘴,claude-opus-4-7,B_listener,0,483,0.0000
多嘴,claude-opus-4-7,C_poster,0,483,0.0000
翻译成人话,gpt-4o-2024-11-20,A_empty,0,483,0.0000
翻译成人话,gpt-4o-2024-11-20,B_listener,0,483,0.0000
翻译成人话,gpt-4o-2024-11-20,C_poster,0,483,0.0000
翻译成人话,gpt-5-chat-latest,A_empty,0,483,0.0000
翻译成人话,gpt-5-chat-latest,B_listener,0,483,0.0000
翻译成人话,gpt-5-chat-latest,C_poster,0,483,0.0000
翻译成人话,gpt-5.3-chat,A_empty,0,483,0.0000
翻译成人话,gpt-5.3-chat,B_listener,0,483,0.0000
翻译成人话,gpt-5.3-chat,C_poster,0,483,0.0000
翻译成人话,gpt-5.4,A_empty,0,483,0.0000
翻译成人话,gpt-5.4,B_listener,0,483,0.0000
翻译成人话,gpt-5.4,C_poster,0,483,0.0000
翻译成人话,claude-opus-4-6,A_empty,0,483,0.0000
翻译成人话,claude-opus-4-6,B_listener,0,483,0.0000
翻译成人话,claude-opus-4-6,C_poster,3,483,0.0062
翻译成人话,claude-opus-4-7,A_empty,0,483,0.0000
翻译成人话,claude-opus-4-7,B_listener,0,483,0.0000
翻译成人话,claude-opus-4-7,C_poster,0,483,0.0000
实话说,gpt-4o-2024-11-20,A_empty,0,483,0.0000
实话说,gpt-4o-2024-11-20,B_listener,0,483,0.0000
实话说,gpt-4o-2024-11-20,C_poster,0,483,0.0000
实话说,gpt-5-chat-latest,A_empty,0,483,0.0000
实话说,gpt-5-chat-latest,B_listener,0,483,0.0000
实话说,gpt-5-chat-latest,C_poster,0,483,0.0000
实话说,gpt-5.3-chat,A_empty,0,483,0.0000
实话说,gpt-5.3-chat,B_listener,0,483,0.0000
实话说,gpt-5.3-chat,C_poster,0,483,0.0000
实话说,gpt-5.4,A_empty,0,483,0.0000
实话说,gpt-5.4,B_listener,0,483,0.0000
实话说,gpt-5.4,C_poster,0,483,0.0000
实话说,claude-opus-4-6,A_empty,0,483,0.0000
实话说,claude-opus-4-6,B_listener,0,483,0.0000
实话说,claude-opus-4-6,C_poster,0,483,0.0000
实话说,claude-opus-4-7,A_empty,0,483,0.0000
实话说,claude-opus-4-7,B_listener,0,483,0.0000
实话说,claude-opus-4-7,C_poster,0,483,0.0000
顺手,gpt-4o-2024-11-20,A_empty,0,483,0.0000
顺手,gpt-4o-2024-11-20,B_listener,0,483,0.0000
顺手,gpt-4o-2024-11-20,C_poster,0,483,0.0000
顺手,gpt-5-chat-latest,A_empty,1,483,0.0021
顺手,gpt-5-chat-latest,B_listener,3,483,0.0062
顺手,gpt-5-chat-latest,C_poster,1,483,0.0021
顺手,gpt-5.3-chat,A_empty,1,483,0.0021
顺手,gpt-5.3-chat,B_listener,1,483,0.0021
顺手,gpt-5.3-chat,C_poster,8,483,0.0166
顺手,gpt-5.4,A_empty,15,483,0.0311
顺手,gpt-5.4,B_listener,22,483,0.0455
顺手,gpt-5.4,C_poster,33,483,0.0683
顺手,claude-opus-4-6,A_empty,0,483,0.0000
顺手,claude-opus-4-6,B_listener,0,483,0.0000
顺手,claude-opus-4-6,C_poster,2,483,0.0041
顺手,claude-opus-4-7,A_empty,1,483,0.0021
顺手,claude-opus-4-7,B_listener,4,483,0.0083
顺手,claude-opus-4-7,C_poster,10,483,0.0207
顺便,gpt-4o-2024-11-20,A_empty,1,483,0.0021
顺便,gpt-4o-2024-11-20,B_listener,1,483,0.0021
顺便,gpt-4o-2024-11-20,C_poster,1,483,0.0021
